ds,y,crude_lag_2m,crude_lag_3m,natural_gas_price,all_commodity_ppi,housing_lag_3m,manufacturing_pmi,dollar_index,crude_ma_3m,crude_vol_6m,crude_x_housing,crude_x_commodity,gas_x_crude,resin_rsi,is_covid,is_post_covid_surge,is_construction_season,is_2026_shock
2016-12-01,218.4,49.78,45.18,3.59,188.2,1068.0,12324.0,117.90482857142858,49.13666666666666,3.1067002859404496,53.16504,93.68596,1.865723,49.122807017543856,0,0,0,0
2017-01-01,220.5,45.66,49.78,3.3,190.7,1313.0,12334.0,117.7857789473684,50.04333333333333,3.544564383201787,59.95157999999999,87.07361999999999,1.7325,54.7619047619048,0,0,0,0
2017-02-01,225.2,51.97,45.66,2.85,191.6,1140.0,12350.0,116.1203894736842,52.64666666666667,3.576104025332066,59.2458,99.57452,1.523895,60.534124629080125,0,0,0,0
2017-03-01,232.3,52.5,51.97,2.88,191.5,1252.0,12361.0,115.65584782608695,51.76666666666667,2.83833343119919,65.73,100.5375,1.4207039999999995,72.94429708222813,0,0,1,0
2017-04-01,235.8,53.47,52.5,3.1,193.0,1190.0,12367.0,114.769795,51.28666666666667,2.825829081879569,63.62929999999999,103.1971,1.58286,74.43609022556393,0,0,1,0
2017-05-01,234.3,49.33,53.47,3.15,192.8,1271.0,12377.0,114.2591318181818,49.623333333333335,1.9144372541288424,62.69843,95.10824,1.5271199999999998,76.94300518134719,0,0,1,0
2017-06-01,232.8,51.06,49.33,2.98,193.6,1190.0,12390.0,112.76027272727272,48.24,3.013507369604878,60.7614,98.85216,1.346364,73.93483709273187,0,0,1,0
2017-07-01,230.4,48.48,51.06,2.98,193.5,1146.0,12390.0,111.060555,46.76333333333333,2.9936382546988063,55.55808,93.8088,1.389574,67.43002544529264,0,0,1,0
2017-08-01,230.3,45.18,48.48,2.9,193.8,1157.0,12435.0,109.90586086956522,46.616666666666674,2.054624053201949,52.27326,87.55884,1.39316,64.75409836065577,0,0,1,0
2017-09-01,232.9,46.63,45.18,2.98,194.8,1249.0,12443.0,108.854245,48.16333333333333,2.121003693222312,58.24087,90.83524,1.484636,67.43589743589745,0,0,0,0
2017-10-01,237.7,48.04,46.63,2.88,194.9,1206.0,12457.0,110.8891761904762,49.81333333333333,2.2667723014592123,57.93624,93.62996,1.485504,70.46511627906978,0,0,0,0
2017-11-01,239.7,49.82,48.04,3.01,195.9,1159.0,12472.0,111.163525,52.68,4.106270408370942,57.74138,97.59738000000002,1.704864,71.20181405895691,0,0,0,0
2017-12-01,240.2,51.58,49.82,2.82,196.3,1181.0,12501.0,110.87581,55.366666666666674,4.587372886521921,60.91598,101.25154,1.632216,68.25,0,0,0,0
2018-01-01,235.1,56.64,51.58,3.87,197.9,1257.0,12527.0,108.35677619047618,59.406666666666666,5.877615162631594,71.19648,112.09056,2.46519,64.08450704225353,0,0,0,0
2018-02-01,236.4,57.88,56.64,2.67,199.3,1273.0,12551.0,107.6500947368421,61.27,5.551071067820795,73.68124,115.35484,1.661541,72.9591836734694,0,0,0,0
2018-03-01,240.3,63.7,57.88,2.69,199.3,1177.0,12576.0,107.947175,62.88666666666666,4.652309820579881,74.9749,126.9541,1.687437,74.14634146341464,0,0,1,0
2018-04-01,238.3,62.23,63.7,2.8,200.3,1299.0,12595.0,107.94335714285714,63.73666666666666,3.637072540748163,80.83676999999999,124.64669,1.855,67.10182767624023,0,0,1,0
2018-05-01,241.9,62.73,62.23,2.8,203.2,1277.0,12623.0,111.04704090909092,66.32000000000001,4.070895478883968,80.10620999999999,127.46736,1.95944,63.793103448275865,0,0,1,0
2018-06-01,243.8,66.25,62.73,2.97,204.2,1318.0,12656.0,112.84441904761906,68.03333333333335,3.093412355312197,87.3175,135.2825,2.0157390000000004,62.048192771084345,0,0,1,0
2018-07-01,248.5,69.98,66.25,2.83,204.3,1276.0,12676.0,113.05953333333332,69.61000000000001,3.643781918098964,89.29448000000001,142.96914000000004,2.008734,69.5054945054945,0,0,1,0
2018-08-01,252.3,67.87,69.98,2.96,203.4,1357.0,12688.0,113.8316304347826,68.97000000000001,2.9291824798053105,92.09959,138.04758,2.014576,75.19379844961242,0,0,1,0
2018-09-01,250.2,70.98,67.87,3.0,203.6,1192.0,12710.0,114.07866315789474,69.75666666666667,1.791677984459955,84.60816,144.51528,2.1069,75.78124999999997,0,0,0,0
2018-10-01,251.2,68.06,70.98,3.28,204.6,1208.0,12731.0,114.83125909090909,69.68,1.35059616466157,82.21647999999999,139.25076,2.3206,76.59033078880404,0,0,0,0
2018-11-01,246.7,70.23,68.06,4.09,202.3,1288.0,12741.0,116.169045,65.98,5.322859194079659,90.45624,142.07529000000002,2.329664,66.74757281553396,0,0,0,0
2018-12-01,242.4,70.75,70.23,4.04,201.0,1250.0,12761.0,116.2118052631579,59.07666666666668,9.030722377897836,88.4375,142.2075,2.000608,55.77395577395579,0,0,0,0
2019-01-01,235.9,56.96,70.75,3.11,199.1,1221.0,12790.0,114.44249,52.620000000000005,9.701756541987526,69.54816000000001,113.40735999999998,1.597918,45.796460176991175,0,0,0,0
2019-02-01,230.8,49.52,56.96,2.69,199.2,1181.0,12782.0,114.41300555555556,51.95,9.30233250319497,58.48312,98.64384,1.478155,40.56224899598397,0,0,0,0
2019-03-01,226.6,51.38,49.52,2.95,200.8,1095.0,12788.0,114.78351904761904,54.82666666666668,7.511456361230095,56.261100000000006,103.17104,1.7154250000000002,41.30879345603272,0,0,1,0
2019-04-01,225.0,54.95,51.38,2.65,202.1,1226.0,12785.0,114.90375454545456,58.98666666666667,5.12891671473265,67.3687,111.05395,1.6922899999999998,38.414634146341456,0,0,1,0
2019-05-01,227.4,58.15,54.95,2.64,201.7,1121.0,12778.0,115.95738181818182,60.94666666666666,5.531044807869848,65.18615,117.28855,1.6059120000000002,36.47798742138365,0,0,1,0
2019-06-01,223.9,63.86,58.15,2.4,200.3,1191.0,12787.0,115.42707,59.78333333333333,4.555334235816008,76.05726,127.91158,1.31184,35.365853658536594,0,0,1,0
2019-07-01,223.9,60.83,63.86,2.37,200.7,1272.0,12790.0,115.0775909090909,57.61333333333334,3.5415138006222,77.37576,122.08580999999998,1.359195,30.26315789473685,0,0,1,0
2019-08-01,224.7,54.66,60.83,2.22,199.2,1293.0,12789.0,117.10038636363636,55.60666666666666,3.568359100015604,70.67537999999999,108.88272,1.2167820000000005,28.539325842696613,0,0,1,0
2019-09-01,224.2,57.35,54.66,2.56,198.4,1243.0,12787.0,117.32392,56.370000000000005,3.610261301715453,71.28605,113.7824,1.45792,19.85111662531017,0,0,0,0
2019-10-01,224.6,54.81,57.35,2.33,198.6,1240.0,12733.0,116.74625909090908,55.24000000000001,2.5430270676231594,67.96440000000001,108.85266,1.257268,12.466124661246596,0,0,0,0
2019-11-01,222.0,56.95,54.81,2.65,199.0,1375.0,12777.0,116.55946842105264,55.98,1.4766809630600686,78.30625,113.3305,1.511295,12.299465240641709,0,0,0,0
2019-12-01,217.3,53.96,56.95,2.22,199.0,1311.0,12760.0,115.90961,56.95666666666667,2.087004232545797,70.74155999999999,107.3804,1.329336,8.759124087591232,0,0,0,0
2020-01-01,216.8,57.03,53.96,2.02,199.3,1325.0,12745.0,115.27938571428572,58.14333333333334,2.0993086163458847,75.56475,113.66079000000002,1.161904,9.703504043126683,0,0,0,0
2020-02-01,220.9,59.88,57.03,1.91,196.7,1353.0,12743.0,116.71054210526316,55.98,3.264934915124246,81.01764,117.78396,0.965314,20.86720867208669,0,0,0,0
2020-03-01,220.1,57.52,59.88,1.79,193.1,1548.0,12684.0,121.02274090909091,45.75666666666667,11.320244991459496,89.04096000000001,111.07112,0.5228590000000001,24.679487179487158,1,0,1,0
2020-04-01,207.9,50.54,57.52,1.74,185.5,1581.0,11382.0,123.28034545454544,32.1,17.9566983787851,79.90374,93.7517,0.28797,20.104438642297623,1,0,1,0
2020-05-01,201.5,29.21,50.54,1.75,188.6,1549.0,11610.0,122.61501,24.77333333333333,17.94215891877739,45.24629,55.09006,0.4997999999999999,19.012345679012327,1,0,1,0
2020-06-01,202.4,16.55,29.21,1.63,191.2,1266.0,11950.0,119.67660454545454,27.80666666666667,15.204948426964911,20.9523,31.643600000000003,0.624453,21.608040201005025,1,0,1,0
2020-07-01,206.3,28.56,16.55,1.76,193.0,936.0,11973.0,118.69005,35.86000000000001,11.783120130084216,26.73216,55.1208,0.716496,24.45520581113801,1,0,1,0
2020-08-01,212.1,38.31,28.56,2.3,194.3,1039.0,11999.0,116.94534761904762,40.45333333333334,9.784262193270502,39.80409,74.43633000000001,0.97382,36.46788990825685,1,0,1,0
2020-09-01,214.1,40.71,38.31,1.92,195.5,1266.0,12057.0,116.34313333333334,40.89333333333334,9.982122018889369,51.53886,79.58805000000001,0.760896,39.25438596491226,1,0,0,0
2020-10-01,223.7,42.34,40.71,2.39,196.5,1526.0,12086.0,115.77981428571428,40.45666666666667,4.896036832649744,64.61084000000001,83.19810000000001,0.94166,49.08088235294117,0,0,0,0
2020-11-01,224.7,39.63,42.34,2.61,198.3,1396.0,12118.0,114.0984,39.99,1.4086506545851207,55.32348,78.58629,1.068534,50.45537340619308,0,0,0,0
2020-12-01,229.7,39.4,39.63,2.58,200.5,1473.0,12153.0,111.89921428571428,42.45333333333333,2.8227764110292557,58.0362,78.997,1.213116,54.285714285714285,0,0,0,0
2021-01-01,237.7,40.94,39.4,2.71,204.8,1543.0,12142.0,111.48727222222222,46.653333333333336,4.986147811687562,63.17042,83.84512000000001,1.4091999999999998,62.095531587057,0,1,0,0
2021-02-01,249.9,47.02,40.94,5.35,210.6,1543.0,12172.0,112.01705263157896,52.68666666666667,7.951549324921749,72.55186,99.02412,3.15864,72.51381215469613,0,1,0,0
2021-03-01,274.0,52.0,47.02,2.62,215.0,1614.0,12229.0,113.33664347826088,57.79,9.391333061214675,83.928,111.8,1.633046,79.79166666666666,0,1,1,0
2021-04-01,289.7,59.04,52.0,2.66,217.9,1624.0,12193.0,112.63228636363635,61.03,8.68933234872876,95.88096,128.64816000000002,1.641752,81.97026022304831,0,1,1,0
2021-05-01,298.5,62.33,59.04,2.91,224.9,1398.0,12216.0,111.21227,63.07333333333333,6.950565444623748,87.13734,140.18017,1.896447,83.91003460207614,0,1,1,0
2021-06-01,311.4,61.72,62.33,3.26,228.9,1688.0,12247.0,111.57769545454543,66.08999999999999,6.433670802893015,104.18336,141.27708,2.326988,94.49699054170247,0,1,1,0
2021-07-01,320.153,65.17,61.72,3.84,231.85,1489.0,12305.0,113.06331904761906,69.67999999999999,5.467835952184223,97.03813,151.096645,2.7836159999999994,96.03485780634846,0,1,1,0
2021-08-01,326.872,71.38,65.17,4.07,233.415,1600.0,12353.0,113.40253636363636,70.52333333333333,4.530048196947264,114.208,166.61162699999997,2.75539,97.57272507099445,0,1,1,0
2021-09-01,325.79,72.49,71.38,5.16,235.678,1664.0,12393.0,113.4437476190476,70.61333333333333,4.282575938225183,120.62336,170.84298219999997,3.697140000000001,99.11059233564043,0,1,0,0
2021-10-01,326.733,67.7,72.49,5.51,240.465,1600.0,12453.0,114.063485,73.61000000000001,5.567767056908806,108.32,162.79480500000005,4.489548,99.07360634262866,0,1,0,0
2021-11-01,323.232,71.65,67.7,5.05,243.287,1596.0,12498.0,114.989795,77.42666666666668,5.231178643479799,114.3534,174.31513550000005,3.9970750000000006,96.12588547566318,0,1,0,0
2021-12-01,313.849,81.48,71.65,3.76,241.338,1576.0,12537.0,115.8045380952381,77.44666666666667,5.200080768603423,128.41248000000002,196.6422024,2.696296,88.17252563917988,0,1,0,0
2022-01-01,304.44,79.15,81.48,4.38,246.453,1587.0,12564.0,115.03728,78.02666666666667,6.294440139255117,125.61105,195.0675495,3.645036,81.52027828286822,0,1,0,0
2022-02-01,304.632,71.71,79.15,4.69,252.66,1707.0,12601.0,114.99774210526316,82.19,7.576240272501017,122.40896999999998,181.182486,4.297916,80.79009220755741,0,1,0,0
2022-03-01,304.748,83.22,71.71,4.9,260.014,1711.0,12674.0,116.29083913043478,94.45333333333332,12.785382278211316,142.38941999999997,216.3836508,5.316500000000001,79.45921720944129,0,1,1,0
2022-04-01,316.927,91.64,83.22,6.6,265.31,1693.0,12726.0,117.16879523809524,100.64,13.99468708712942,155.14651999999998,243.130084,6.717479999999999,79.45542596482593,0,1,1,0
2022-05-01,322.403,108.5,91.64,8.14,273.251,1730.0,12735.0,119.69619047619048,106.61,15.034912703437978,187.705,296.477335,8.91737,75.43430054753922,0,1,1,0
2022-06-01,326.29,101.78,108.5,7.7,280.251,1700.0,12767.0,120.02570952380954,108.72333333333334,12.02636839061019,173.026,285.2394678,8.84268,71.95224382049437,0,1,1,0
2022-07-01,319.83,109.55,101.78,7.28,272.274,1807.0,12800.0,122.7512,108.67,8.11598854114528,197.95685,298.276167,7.397936,63.16666666666664,0,1,1,0
2022-08-01,309.932,114.84,109.55,8.81,269.546,1546.0,12832.0,122.31775217391304,103.37666666666668,7.48250671009844,177.54264,309.5466264,8.252327000000001,49.05895022949309,0,1,1,0
2022-09-01,306.825,101.62,114.84,7.88,267.898,1556.0,12849.0,125.5946,93.18333333333334,10.950655992527022,158.12072,272.23794760000004,6.639688,40.78947368421051,0,1,0,0
2022-10-01,299.731,93.67,101.62,5.66,265.061,1382.0,12883.0,127.480605,88.49333333333334,12.2049291954795,129.45194,248.2826387,4.95533,31.340492526846973,0,1,0,0
2022-11-01,283.819,84.26,93.67,5.45,263.157,1532.0,12896.0,124.85272,85.39333333333333,12.00663608176749,129.08632,221.7360882,4.598165,26.03218474822117,0,1,0,0
2022-12-01,280.446,87.55,84.26,5.53,257.897,1481.0,12895.0,122.23432857142858,82.78666666666668,8.702327849489503,129.66155,225.7888235,4.227132,24.281285074510777,0,1,0,0
2023-01-01,275.754,84.37,87.55,3.27,260.227,1446.0,12903.0,119.810065,79.64333333333333,6.293105486694701,121.99902,219.5535199,2.554524,23.96411415034329,0,0,0,0
2023-02-01,281.969,76.44,84.37,2.38,258.669,1434.0,12898.0,120.30837368421054,77.13,4.710691739720048,109.61496,197.7265836,1.828554,31.888421770253387,0,0,0,0
2023-03-01,284.482,78.12,76.44,2.31,257.062,1296.0,12888.0,120.74501304347824,76.07666666666667,5.395862921411784,101.24352,200.8168344,1.692768,37.69756145671526,0,0,1,0
2023-04-01,289.072,76.83,78.12,2.16,256.908,1358.0,12884.0,119.245145,76.52,3.707686160756651,104.33514,197.3824164,1.7161200000000003,40.90186172700907,0,0,1,0
2023-05-01,285.861,73.28,76.83,2.15,253.67,1395.0,12869.0,119.62925454545456,74.77,2.9731868424301,102.2256,185.889376,1.53897,39.342264155202194,0,0,1,0
2023-06-01,280.39,79.45,73.28,2.18,253.86,1366.0,12875.0,119.29695238095238,73.76,3.7433429801002736,108.5287,201.69177,1.5314500000000002,27.693866835980884,0,0,1,0
2023-07-01,270.722,71.58,79.45,2.55,253.835,1343.0,12862.0,118.049165,72.63333333333333,3.476732182188605,96.13194,181.695093,1.939785,19.984667386834843,0,0,1,0
2023-08-01,267.608,70.25,71.58,2.58,257.68,1609.0,12861.0,119.85634782608696,75.90333333333332,4.434337229695779,113.03225,181.0202,2.099862,15.609836142431831,0,0,1,0
2023-09-01,267.261,76.07,70.25,2.64,258.934,1420.0,12872.0,121.64553,82.29666666666667,7.060290126238894,108.0194,196.9710938,2.360952,16.81459503819204,0,0,0,0
2023-10-01,266.048,81.39,76.07,2.98,255.192,1464.0,12837.0,123.4971476190476,85.48666666666668,7.730055627225454,119.15496,207.7007688,2.552072,18.88542257515597,0,0,0,0
2023-11-01,266.482,89.43,81.39,2.71,252.856,1321.0,12859.0,121.22212,84.25333333333334,6.906131816485021,118.13703,226.1291208,2.105399,20.269134965436947,0,0,0,0
2023-12-01,265.438,85.64,89.43,2.52,249.866,1369.0,12872.0,119.83314,78.41,6.454588032296617,117.24116,213.98524240000003,1.81188,22.25350745181805,0,0,0,0
2024-01-01,262.312,77.69,85.64,3.18,251.306,1380.0,12875.0,120.22735714285714,74.58,6.750237526685017,107.2122,195.2396314,2.3579700000000003,28.05900716165759,0,0,0,0
2024-02-01,267.951,71.9,77.69,1.72,254.926,1522.0,12852.0,121.06594,74.43333333333334,6.795267961358594,109.4318,183.291794,1.3287,37.81617489322699,0,0,0,0
2024-03-01,265.417,74.15,71.9,1.49,255.095,1504.0,12836.0,120.65883333333332,77.56,4.935944691748454,111.5216,189.1529425,1.211072,39.47759522791585,0,0,1,0
2024-04-01,268.226,77.25,74.15,1.6,256.978,1378.0,12833.0,122.14281363636364,81.29333333333334,4.846605685081713,106.4505,198.515505,1.3656,34.96817097980886,0,0,1,0
2024-05-01,267.898,81.28,77.25,2.12,255.313,1555.0,12825.0,121.8583409090909,82.21666666666665,4.915741042813357,126.3904,207.5184064,1.6964240000000002,30.950192979231787,0,0,1,0
2024-06-01,267.287,85.35,81.28,2.54,255.914,1297.0,12814.0,123.7094789473684,81.71333333333332,3.7764304133224216,110.69895,218.422599,2.026158,22.45821638979501,0,0,1,0
2024-07-01,271.484,80.02,85.35,2.07,257.321,1379.0,12806.0,123.38243636363636,80.52999999999999,2.6881176809557066,110.34758,205.9082642,1.69326,32.26594301221172,0,0,1,0
2024-08-01,270.614,79.77,80.02,1.99,255.463,1329.0,12772.0,122.61374090909092,79.41666666666667,2.8486815663858724,106.01433,203.7828351,1.5259320000000005,36.397283909389465,0,0,1,0
2024-09-01,263.854,81.8,79.77,2.28,252.682,1318.0,12758.0,121.884855,76.24,5.136390431681234,107.8124,206.693876,1.6014719999999998,39.60213165384854,0,0,0,0
2024-10-01,267.158,76.68,81.8,2.2,253.081,1269.0,12697.0,123.5952909090909,72.97000000000001,4.698050659582088,97.30692000000002,194.0625108,1.5837800000000002,49.32261560693644,0,0,0,0
2024-11-01,265.272,70.24,76.68,2.12,253.211,1394.0,12711.0,126.31133684210526,70.72666666666667,5.079462241878189,97.91456,177.8554064,1.48294,47.13854121709104,0,0,0,0
2024-12-01,263.662,71.99,70.24,3.01,253.423,1357.0,12693.0,127.57578095238097,70.68666666666667,4.8151621641089175,97.69043,182.4392177,2.110612,46.606167501137904,0,0,0,0
2025-01-01,262.691,69.95,71.99,4.13,257.36,1370.0,12673.0,128.83695238095237,71.93666666666667,3.016339945474651,95.8315,180.02332,3.128062,44.68883969850649,0,0,0,0
2025-02-01,269.737,70.12,69.95,4.19,259.498,1300.0,12671.0,127.87583157894736,72.46333333333332,2.1935792668602847,91.156,181.9599976,2.997107,55.1557890192128,0,0,0,0
2025-03-01,272.362,75.74,70.12,4.12,258.525,1494.0,12666.0,126.24304285714284,71.83666666666666,2.5617292336751687,113.15556,195.80683499999995,2.811488,62.19956300072828,0,0,1,0
2025-04-01,270.527,71.53,75.74,3.42,258.392,1353.0,12662.0,124.1402,67.77,4.000138330941311,96.78009,184.82779760000005,2.173068,53.44513989193809,0,0,1,0
2025-05-01,267.258,68.24,71.53,3.12,258.678,1491.0,12651.0,122.3421619047619,64.64999999999999,5.078222786237909,101.74584,176.52186719999995,1.939704,52.4146795729388,0,0,1,0
2025-06-01,265.103,63.54,68.24,3.02,260.491,1346.0,12636.0,120.59387,64.62666666666667,5.020228746448303,85.52484,165.5159814,2.058734,45.83233245255828,0,0,1,0
2025-07-01,264.631,62.17,63.54,3.2,262.358,1400.0,12625.0,120.11269090909092,66.24333333333334,3.483094409668776,87.038,163.1079686,2.18848,45.65685570710692,0,0,1,0
2025-08-01,263.078,68.17,62.17,2.91,262.11,1289.0,12615.0,120.57584285714286,67.14,2.7346864536906588,87.87113000000001,178.680387,1.887426,44.54128083417636,0,0,1,0
2025-09-01,259.393,68.39,68.17,2.97,262.054,1379.0,12612.0,120.0290619047619,65.73666666666666,2.5528291495252606,94.30981,179.2187306,1.8996120000000003,34.10793617412797,0,0,0,0
2025-10-01,259.307,64.86,68.39,3.19,260.591,1432.0,12603.0,120.7618,63.23666666666666,3.070426680446743,92.87952,169.0193226,1.942391,34.82567034382811,0,0,0,0
2025-11-01,257.278,63.96,64.86,3.79,261.914,1291.0,12593.0,121.41771666666666,61.63666666666666,3.5126367114556363,82.57236,167.5201944,2.2762740000000004,39.89116399188351,0,0,0,0
2025-12-01,253.552,60.89,63.96,4.26,261.333,1319.0,12580.0,120.18832272727272,59.63999999999999,3.774839952457042,80.31391,159.12566370000002,2.469522,29.35231273521917,0,0,0,0
2026-01-01,252.962,60.06,60.89,7.72,263.608,1273.0,12582.0,119.22981,59.35666666666666,2.612712511292796,76.45638000000001,158.32296480000002,4.635088,30.554151396436296,0,0,0,1
2026-02-01,258.5,57.97,60.06,3.62,269.553,1319.0,12583.0,117.90602105263156,60.84,2.5194873817238923,76.46243,156.2598741,2.335262,42.74592467678476,0,0,0,1
2026-03-01,263.464,60.04,57.97,3.04,275.979,1378.0,12598.0,119.91985454545456,71.97666666666667,12.70859774588313,82.73512,165.6977916,2.7779519999999995,50.97667601647591,0,0,1,1
2026-04-01,279.264,64.51,60.04,2.77,282.7,1385.0,12598.0,119.03631818181816,85.40333333333332,18.521806607347976,89.34635,182.36977,2.778864,59.85680882322509,0,0,1,1
2026-05-01,319.371,91.38,64.51,2.94,292.504,1346.0,12605.0,118.779185,97.94333333333331,20.753726813916234,122.99748,267.2901552,3.002622,77.39164889463805,0,0,1,1
2026-06-01,319.371,100.32,91.38,2.94,292.504,1522.0,12605.0,119.63707857142856,97.94333333333331,20.753726813916234,152.68703999999997,267.2901552,3.002622,77.39164889463805,0,0,1,1
