date,resin_ppi_pct_change
2015-07-01,-0.4319654427645814
2015-08-01,-1.2147505422993587
2015-09-01,-2.8107158541941013
2015-10-01,-1.0845006778129274
2015-11-01,-0.5481955230699054
2015-12-01,0.183739090491497
2016-01-01,-1.421366345712971
2016-02-01,0.6046511627906925
2016-03-01,-1.2944983818770297
2016-04-01,0.093676814988286
2016-05-01,1.4038371548900308
2016-06-01,1.2921089063221205
2016-07-01,-0.0911161731207199
2016-08-01,0.3647970816233359
2016-09-01,0.4089050431621999
2016-10-01,2.0814479638008976
2016-11-01,-1.1081560283687897
2016-12-01,-2.1066786194531506
2017-01-01,0.961538461538458
2017-02-01,2.1315192743764038
2017-03-01,3.1527531083481497
2017-04-01,1.506672406371079
2017-05-01,-0.6361323155216314
2017-06-01,-0.6402048655569814
2017-07-01,-1.0309278350515538
2017-08-01,-0.043402777777779
2017-09-01,1.1289622231871466
2017-10-01,2.0609703735508638
2017-11-01,0.8413967185527893
2017-12-01,0.2085940759282367
2018-01-01,-2.12323064113239
2018-02-01,0.5529561888558021
2018-03-01,1.6497461928933976
2018-04-01,-0.8322929671244261
2018-05-01,1.5107007973143016
2018-06-01,0.7854485324514382
2018-07-01,1.9278096800656288
2018-08-01,1.529175050301812
2018-09-01,-0.832342449464929
2018-10-01,0.3996802557953538
2018-11-01,-1.7914012738853513
2018-12-01,-1.743007701661936
2019-01-01,-2.6815181518151765
2019-02-01,-2.161933022467144
2019-03-01,-1.8197573656845825
2019-04-01,-0.7060900264783787
2019-05-01,1.0666666666666602
2019-06-01,-1.5391380826737078
2019-07-01,0.0
2019-08-01,0.357302367128165
2019-09-01,-0.2225189141076944
2019-10-01,0.1784121320249854
2019-11-01,-1.1576135351736403
2019-12-01,-2.1171171171171066
2020-01-01,-0.2300966405890503
2020-02-01,1.8911439114391195
2020-03-01,-0.362154821186067
2020-04-01,-3.5607177333711553
2020-05-01,-3.0784030784030803
2020-06-01,0.4466501240694809
2020-07-01,1.9268774703557368
2020-08-01,2.8114396509936856
2020-09-01,0.9429514380009384
2020-10-01,4.483886034563289
2020-11-01,0.4470272686633914
2020-12-01,2.2251891410769886
2021-01-01,3.4828036569438448
2021-02-01,5.132519983172079
2021-03-01,5.806636720943291
2021-04-01,5.729927007299263
2021-05-01,3.0376251294442547
2021-06-01,4.321608040201008
2021-07-01,2.810854206807978
2021-08-01,2.098684066680612
2021-09-01,-0.3310164223304546
2021-10-01,0.289450259369528
2021-11-01,-1.071517110301068
2021-12-01,-2.9028685278685407
2022-01-01,-2.9979384990871383
2022-02-01,0.0630666141111513
2022-03-01,0.038078731059099
2022-04-01,3.996416711512474
2022-05-01,1.727842689325931
2022-06-01,1.2056339426121945
2022-07-01,-1.9798338900977817
2022-08-01,-3.094769096082284
2022-09-01,-1.0024779629079994
2022-10-01,-2.3120671392487524
2022-11-01,-3.5607177333711553
2022-12-01,-1.1884334734461044
2023-01-01,-1.6730493570954907
2023-02-01,2.253820434155074
2023-03-01,0.8912327241647144
2023-04-01,1.613458848011473
2023-05-01,-1.110795926274433
2023-06-01,-1.913867229177824
2023-07-01,-3.448054495524089
2023-08-01,-1.1502574596818804
2023-09-01,-0.1296672745209282
2023-10-01,-0.4538634518317375
2023-11-01,0.1631284580226211
2023-12-01,-0.3917713016263868
2024-01-01,-1.1776761428280769
2024-02-01,2.149730092409041
2024-03-01,-0.9456952950353092
2024-04-01,1.058334620615864
2024-05-01,-0.1222849388202385
2024-06-01,-0.2280718781028756
2024-07-01,1.5702222704433888
2024-08-01,-0.3204608743056725
2024-09-01,-2.498023014330375
2024-10-01,1.252207660296989
2024-11-01,-0.7059492884360696
2024-12-01,-0.6069242136373276
2025-01-01,-0.3682745333040027
2025-02-01,2.68223882812888
2025-03-01,0.9731701620467436
2025-04-01,-0.6737356900008207
2025-05-01,-1.2083821577883236
2025-06-01,-0.8063369478181981
2025-07-01,-0.178044005537481
2025-08-01,-0.5868549036205151
2025-09-01,-1.4007252601889952
2025-10-01,-0.0331543256756994
2025-11-01,-0.7824701994161298
2025-12-01,-1.4482388700161053
2026-01-01,-0.232693885277968
2026-02-01,2.1892616282287447
2026-03-01,1.9203094777562768
2026-04-01,5.806636720943291
2026-05-01,5.806636720943291
2026-06-01,5.806636720943291
